epoch,accuracy,learning_rate,loss,val_accuracy,val_loss
0,0.2723541855812073,9.999999747378752e-05,4.370378494262695,0.015625,8.946675300598145
1,0.234375,9.999999747378752e-05,1.9602179527282715,0.0,4.284696102142334
2,0.3298113942146301,9.999999747378752e-05,3.6289424896240234,0.38991478085517883,3.3258981704711914
3,0.234375,9.999999747378752e-05,1.7432739734649658,0.375,1.615891695022583
4,0.36054837703704834,9.999999747378752e-05,3.1645572185516357,0.39559659361839294,2.8816328048706055
5,0.390625,9.999999747378752e-05,1.4059697389602661,0.3333333432674408,1.5271728038787842
6,0.3912416994571686,9.999999747378752e-05,2.780271291732788,0.4609375,2.476266622543335
7,0.375,9.999999747378752e-05,1.3366605043411255,0.2916666567325592,1.4619648456573486
8,0.41346490383148193,9.999999747378752e-05,2.4703385829925537,0.45809659361839294,2.2324604988098145
9,0.484375,9.999999747378752e-05,1.1191552877426147,0.375,1.227035403251648
10,0.43939924240112305,9.999999747378752e-05,2.2152042388916016,0.4829545319080353,1.9934855699539185
11,0.46875,9.999999747378752e-05,1.0299865007400513,0.5416666865348816,0.9470621347427368
12,0.4565578103065491,9.999999747378752e-05,2.0103793144226074,0.5085227489471436,1.8002718687057495
13,0.46875,9.999999747378752e-05,0.9707863330841064,0.4583333432674408,0.9637407064437866
14,0.46948131918907166,9.999999747378752e-05,1.8552531003952026,0.5326704382896423,1.6767321825027466
15,0.5625,9.999999747378752e-05,0.843313992023468,0.3333333432674408,0.9354248642921448
16,0.4836273193359375,9.999999747378752e-05,1.7328189611434937,0.5561079382896423,1.5605698823928833
17,0.578125,9.999999747378752e-05,0.7303763031959534,0.4166666567325592,0.8214890956878662
18,0.5036238431930542,9.999999747378752e-05,1.6195473670959473,0.53125,1.5083491802215576
19,0.46875,9.999999747378752e-05,0.8402907848358154,0.375,0.8500561714172363
20,0.5179881453514099,9.999999747378752e-05,1.5331120491027832,0.5596590638160706,1.3825345039367676
21,0.546875,9.999999747378752e-05,0.7524468302726746,0.4583333432674408,0.8030168414115906
22,0.5361072421073914,9.999999747378752e-05,1.453478455543518,0.5838068127632141,1.3274463415145874
23,0.5,9.999999747378752e-05,0.7086947560310364,0.4583333432674408,0.7353382110595703
24,0.5470660328865051,9.999999747378752e-05,1.3908836841583252,0.5859375,1.2871580123901367
25,0.59375,9.999999747378752e-05,0.6254703998565674,0.4166666567325592,0.8302672505378723
26,0.5566276907920837,9.999999747378752e-05,1.340735912322998,0.5795454382896423,1.2910802364349365
27,0.609375,9.999999747378752e-05,0.6717932820320129,0.5416666865348816,0.6764746308326721
28,0.5695075392723083,9.999999747378752e-05,1.293808937072754,0.5909090638160706,1.2357711791992188
29,0.515625,9.999999747378752e-05,0.7092493772506714,0.6666666865348816,0.52008056640625
30,0.5839154720306396,9.999999747378752e-05,1.2493879795074463,0.6051136255264282,1.1986111402511597
31,0.578125,9.999999747378752e-05,0.6886992454528809,0.5416666865348816,0.6276400685310364
32,0.5895040035247803,9.999999747378752e-05,1.21761953830719,0.6214488744735718,1.1634551286697388
33,0.6875,9.999999747378752e-05,0.5267928838729858,0.5833333134651184,0.6091481447219849
34,0.6033880710601807,9.999999747378752e-05,1.1769511699676514,0.609375,1.1614142656326294
35,0.578125,9.999999747378752e-05,0.6729149222373962,0.7083333134651184,0.47597306966781616
36,0.6157003045082092,9.999999747378752e-05,1.147567629814148,0.6143465638160706,1.1586846113204956
37,0.6875,9.999999747378752e-05,0.48535776138305664,0.375,0.8581815958023071
38,0.6274449825286865,9.999999747378752e-05,1.1136656999588013,0.6157670617103577,1.1314234733581543
39,0.609375,9.999999747378752e-05,0.58659827709198,0.625,0.45967692136764526
40,0.6327279210090637,9.999999747378752e-05,1.0979046821594238,0.625,1.1316511631011963
41,0.5625,9.999999747378752e-05,0.6197832822799683,0.625,0.6632605791091919
42,0.6442542672157288,9.999999747378752e-05,1.0639092922210693,0.6228693127632141,1.1002522706985474
43,0.6875,9.999999747378752e-05,0.5226964950561523,0.5833333134651184,0.5452791452407837
44,0.6520695090293884,9.999999747378752e-05,1.0380308628082275,0.6313920617103577,1.1038298606872559
45,0.640625,9.999999747378752e-05,0.5084092020988464,0.75,0.38989782333374023
46,0.6647747159004211,9.999999747378752e-05,1.0131915807724,0.6399147510528564,1.092195987701416
47,0.8125,9.999999747378752e-05,0.4093870520591736,0.7083333134651184,0.5251920223236084
48,0.6722843050956726,9.999999747378752e-05,0.9917685985565186,0.6313920617103577,1.1231149435043335
49,0.625,9.999999747378752e-05,0.4564938545227051,0.5833333134651184,0.39512497186660767
50,0.6834614276885986,9.999999747378752e-05,0.9612690806388855,0.6491477489471436,1.112418293952942
51,0.734375,9.999999747378752e-05,0.46386730670928955,0.5,0.8184374570846558
52,0.707649290561676,1.9999999494757503e-05,0.8936319351196289,0.6491477489471436,1.0826441049575806
53,0.71875,1.9999999494757503e-05,0.4255561828613281,0.6666666865348816,0.4251065254211426
54,0.7221882343292236,1.9999999494757503e-05,0.8591257333755493,0.6569602489471436,1.0598294734954834
55,0.6875,1.9999999494757503e-05,0.5687298774719238,0.625,0.5008400082588196
56,0.7270345687866211,1.9999999494757503e-05,0.8470462560653687,0.6583806872367859,1.0564686059951782
57,0.765625,1.9999999494757503e-05,0.38299307227134705,0.4166666567325592,0.7295848727226257
58,0.7342821955680847,3.999999989900971e-06,0.8239643573760986,0.65625,1.0551780462265015
59,0.703125,3.999999989900971e-06,0.40692469477653503,0.5833333134651184,0.5886803269386292
